Brand,Model,Company,Price in India,id,1 stars,2 stars,4 stars,3 stars,5 stars,link,total_ratings,RAM,Size,SSD,Colours,Operating system,Hard disk,Model Number,Processor,Graphics Processor,Dedicated Graphics,Finger Print Sensor,Resolution,Wi-Fi standards supported,Weight (kg),Dimensions (mm),Bluetooth version,Number of USB Ports,Series,Internal Mic,Touch Screen,Base Clock Speed,Graphics Processor.1,Product Name,Touchpad,Battery Cell,Pointer Device,USB Ports,Cache,Mic In,Speakers,Multi Card Slot,RJ45 (LAN),Dedicated Graphics.1,HDMI Port,Ethernet,Battery_Life,Dedicated Graphic Memory Type,Expandable RAM up to (GB),other_info,reviewDescription
Apple,MacBook Air MQD32HN/A,apple,67990.0,1223,6,1,13,2,78,https://gadgets.ndtv.com/apple-macbook-air-mqd32hn-a-4973,"1,137",8GB,13.30-inch,128GB,Silver,macOS,No,MQD32HN/A,Intel Core i5 5th Gen,Intel Integrated HD Graphics 6000,No,,1440x900 pixels,802.11 ac,1.35,325.00 x 227.00 x 17.00,4.0,4.0,MacBook Air,Yes,No,1.8 GHz,Intel Integrated HD Graphics 6000,"Apple Macbook Air MQD32HN/A Laptop (Mac, 8GB RAM, 128GB HDD, Intel Core i5, Silver, 13.3 inch)",,,Touchpad,"2 x USB 3.0, 2 x Thunderbolt 2.0",3MB,Yes,Yes,SDXC Card Reader,,No,,,12,,,{'RAM Slots': '2'},Fantastik
Acer,One 10 S1003,acer,15990.0,1224,16,6,21,7,50,https://gadgets.ndtv.com/acer-one-10-s1003-5853,340,2GB,10.10-inch,32GB,Black,Windows 10 Home,No,S1003,Intel Atom Quad Core Z8300,Intel Integrated HD Graphics,No,No,1280x800 pixels,802.11 b/g/n,1.27,262.00 x 173.50 x 20.70,4.0,2.0,One 10,Yes,Yes,1.44 GHz,Intel Integrated HD Graphics,"Acer One 10 S1003 Laptop (Windows 10, 2GB RAM, 32GB HDD, Intel Atom, Black, 10.1 inch)",Yes,2,Touchpad,2 x USB 2.0,2MB,Yes,,SD Card Reader,,No,,,8,,,"{'VGA Port': 'Yes', 'Battery Capacity (WHR)': '35'}",Super
Acer,Aspire E E5-553,acer,57255.0,1225,40,0,20,0,40,https://gadgets.ndtv.com/acer-aspire-e-e5-553-6945,5,8GB,15.60-inch,No,Black,Windows 10,1TB,E5-553,AMD APU Quad Core A10 7th Gen 9600P,,,No,1366x768 pixels,802.11 a/b/g/n/ac,2.39,381.60 x 259.00 x 30.20,4.1,4.0,Aspire E,Yes,No,2.2 GHz,,"Acer Aspire E E5-553 Laptop (8GB RAM, 1000GB HDD, AMD Black, 15.6 inch)",Yes,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",,,Stereo Speakers,SD Card Reader,Yes,,Standard,,6,,32GB,{'RAM Slots': '2'},good sound quality thank you
Asus,FX553VD-DM013T,asus,65990.0,1226,10,20,10,10,50,https://gadgets.ndtv.com/asus-fx553vd-dm013t-6452#gallery,10,8GB,15.60-inch,No,Black,Windows 10 Home,No,FX553VD-DM013T,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1050,,No,1920x1080 pixels,802.11 ac,2.5,383.00 x 255.00 x 30.00,4.0,4.0,,Yes,No,2.8 GHz,Nvidia GeForce GTX 1050,"Asus FX553VD-DM013T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Yes,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",6MB,Yes,,,Yes,,,10/100/1000 Base T,6,GDDR5,32GB,,This is the best phone at this price
Acer,Aspire E E5-522G,acer,34150.0,1227,0,0,0,0,0,https://gadgets.ndtv.com/acer-aspire-e-e5-522g-5957#gallery,,4GB,15.60-inch,No,Black,Linux,1TB,E5-522G,,AMD Radeon R2,,No,1366x768 pixels,802.11 a/b/g/n/ac,2.4,381.60 x 256.00 x 249.00,4.0,3.0,Aspire E,,No,2.2 GHz,AMD Radeon R2,"Acer Aspire E E5-522G Laptop (Windows 10, 8GB RAM, 1000GB HDD, AMD Black, 15.6 inch)",Yes,,Touchpad,"1 x USB 2.0, 2 x USB 3.0",2MB,Yes,,SD Card Reader,Yes,,Standard,Gigabit Ethernet,6,DDR3,,{'RAM Slots': '2'},nice looking.
Acer,Aspire 3 A31531C7CF,acer,49757.0,1228,0,0,0,0,0,https://gadgets.ndtv.com/acer-aspire-3-a31531c7cf-8739,,4GB,15.60-inch,No,Black,Windows 10,500GB,A31531C7CF,Intel Celeron Dual Core 6006U,Intel Integrated HD Graphics 520,No,No,1366x768 pixels,802.11 a/b/g/n/ac,2.1,381.60 x 259.00 x 21.00,4.1,3.0,Aspire 3,Yes,No,2 GHz,Intel Integrated HD Graphics 520,,Yes,2,Touchpad,"2 x USB 2.0, 1 x USB 3.0",3MB,Yes,Stereo Speakers,SD Card Reader,Yes,No,,Gigabit Ethernet,6,,12GB,{'Optical Disk Drive': 'DVD Writer'},Good
Dell,ChromeBook 11,dell,54570.0,1229,13,9,10,10,57,https://gadgets.ndtv.com/dell-chromebook-11-7239,67,16GB,11.60-inch,No,Black,Chrome OS,16GB,11,Intel Celeron Dual Core 1st Gen N2840,Intel Integrated HD Graphics,No,No,1366x768 pixels,802.11 ac,1.27,299.90 x 205.70 x 20.50,4.0,2.0,ChromeBook,Yes,No,2.16 GHz,Intel Integrated HD Graphics,"Dell Chromebook 11 Laptop (Chrome, 16GB RAM, 16GB HDD, Intel Celeron, Black, 11.6 inch)",Yes,3,Touchpad,"1 x USB 2.0, 1 x USB 3.0",1MB,Yes,2 Speakers,,,No,Standard,,6,,,,Not comfortable
Asus,VivoBook S410UA-EB267T,asus,64490.0,1230,11,7,34,5,43,https://gadgets.ndtv.com/asus-vivobook-s410ua-eb267t-6298,44,8GB,14.00-inch,128GB,Metal Grey,Windows 10 Home,No,S410UA-EB267T,Intel Core i5 8th Gen 8250U,Intel Integrated UHD Graphics 620,No,No,1920x1080 pixels,802.11 ac,1.43,326.00 x 226.00 x 18.80,4.1,4.0,VivoBook,Yes,No,1.6 GHz,Intel Integrated UHD Graphics 620,"Asus Vivobook S410UA-EB267T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Metal Grey, 14 inch)",Yes,3,Touchpad,"2 x USB 2.0, 1 x USB 3.0",6MB,Yes,Yes,,,No,,,6,,16GB,,very disappointed first got connectivity problem  and replaced  same product got that is also  defective volume buttons problems. requested to replace again.  told that  replacement done only once .as a frequent buyer I got disappointed with this .if a customer not satisfied with product then it is his right to get correct product. I suggest pls think before go for it. don't purchase.very very delicate...  it's neck band sticks are just attached together.  little pressure response ...
HP,15Q-BU012TX,hp,50790.0,1231,10,4,31,9,46,https://gadgets.ndtv.com/hp-15q-bu012tx-6891,127,8GB,15.60-inch,No,Smoke Grey,Windows 10 Home,No,15Q-BU012TX,Intel Core i5 7th Gen 7200U,AMD Radeon 520 Graphics,,No,1366x768 pixels,802.11 b/g/n,2.1,378.00 x 253.75 x 23.88,4.0,3.0,,Yes,No,2.5 GHz,AMD Radeon 520 Graphics,"HP 15Q-BU012TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Smoke Grey)",Yes,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,,,Yes,,,10/100/1000 Base T,6,DDR3,16GB,,Worth the value All the flagship features in note 10 lite
Reach,Cosmos RCN-021,reach,8489.0,1232,20,0,20,0,60,https://gadgets.ndtv.com/reach-cosmos-rcn-021-5114,5,2GB,10.10-inch,No,Black,DOS,,RCN-021,Intel Atom Quad Core 5th Gen Z3735F,Intel Integrated HD Graphics,No,,1024x600 pixels,802.11 b/g/n,1.0,377.00 x 285.00 x 20.00,4.0,2.0,Cosmos,Yes,No,1.33 GHz,Intel Integrated HD Graphics,"Reach Cosmos RCN-021 Laptop (DOS, 2GB RAM, 32GB HDD, Intel Atom, White)",,,Touchpad,2 x USB 2.0,2MB,Yes,Yes,1 Micro SD Card Reader,,No,Micro,,4,,,"{'VGA Port': 'Yes', 'Battery Capacity (WHR)': '39', 'Backlit Keyboard': 'Yes'}",good am satisfied
Dell,XPS 15 9500,dell,186072.0,1233,27,0,0,0,73,https://gadgets.ndtv.com/dell-xps-15-9500-price-in-india-93713,11,8GB,15.60-inch,256GB,Platinum Silver with Black Carbon Fiber Palmrest,Windows 10 Home,,9500,Intel Core i5 10th Gen i5-10300H,,,,1920x1200 pixels,802.11 a/b/g/n/ac,1.83,230.14 x 344.72 x 18.00,5.0,1.0,XPS,Yes,,,,"Dell XPS 15 9500 Laptop (Window 10 Home Plus, 16GB RAM, 512GB SSD, Intel Core i7, 10th Gen, Silver, 15.6 Inch)",Yes,,Touchpad,"1 x USB 3.1 Gen 1 (Type C), 2 x Thunderbolt 3 (Type C)",8MB,,4 Speakers,Yes,,,,,6,,,"{'RAM Slots': '1', 'Web Camera': 'Yes', 'VGA Port': 'Yes', 'Optical Disk Drive': 'CD/DVD Writer', 'Read/Write Speed': '8x', 'Dedicated Graphic Memory': '2GB'}",NYC product
Apple,MacBook Air MREA2HN/A,apple,92500.0,1234,11,1,8,3,77,https://gadgets.ndtv.com/apple-macbook-air-mrea2hn-a-8918,119,8GB,13.30-inch,128GB,Silver,macOS,No,MREA2HN/A,Intel Core i5 8th Gen,Intel Integrated HD Graphics,No,No,2560x1600 pixels,802.11 ac,1.23,160.00 x 210.00 x 17.00,4.0,4.0,MacBook Air,Yes,No,1.8 GHz,Intel Integrated HD Graphics,"Apple MacBook Air MREA2HN/A Laptop (Mac, 8GB RAM, 128GB SSD, Intel Core i7, 8th Gen, Silver, 13.3 inch)",Yes,,Touchpad,"2 x USB 2.0, 2 x USB 3.0",3MB,Yes,Stereo Speakers,SDXC Card Reader,,No,,,12,,,{'RAM Slots': '2'},Delivery boy is good.Humble 🤩
Dell,XPS 9570,dell,127990.0,1235,26,14,12,9,39,https://gadgets.ndtv.com/dell-xps-9570-8209,69,8GB,15.60-inch,256GB,Silver,Windows 10,No,9570,Intel Core i7 8th Gen 8750H,Nvidia GeForce GTX 1050 Ti,,No,1920x1080 pixels,802.11 ac,1.8,357.00 x 235.00 x 17.00,4.1,3.0,XPS,Yes,No,2.2 GHz,Nvidia GeForce GTX 1050 Ti,"Dell Xps 9570 Laptop (Windows 10, 16GB RAM, 512GB HDD, Intel Core i7, Silver, 15.6 inch)",Yes,6,Touchpad,,9MB,Yes,Stereo Speakers,SD Card Reader,,,,,6,GDDR5,16GB,{'Web Camera': '0.3-megapixel'},speaker problem  coming working at one month
Acer,Aspire SW1-11,acer,14990.0,1236,13,1,21,11,54,https://gadgets.ndtv.com/acer-aspire-sw1-11-5896,97,2GB,10.10-inch,No,Black,Windows 10 Home,500GB,SW1-11,Intel Atom Quad Core Z8350,Intel Integrated HD Graphics,No,No,1280x800 pixels,802.11 b/g/n,1.26,259.00 x 192.60 x 20.65,4.0,2.0,Aspire,Yes,Yes,1.44 GHz,Intel Integrated HD Graphics,"Acer Aspire Switch One SW1-11 Laptop (Windows 10, 2GB RAM, 500GB HDD, Intel Atom, Black, 10.1 inch)",Yes,2,Touchpad,1 x USB 2.0,2MB,Yes,,1 Micro SD Card Reader,,No,Micro,,9,,,,"Very good phone.. big competitor for middel rang chinese phone.. S pan performance is superb, battery life is good.,Display is also good, processor is 2 yeas old but I tried with my one plus 7, it is faster than op7 in app loading. I don't know abt gaming because I don't play.It is come with android 10 along with samsung UI look good..Best part is 3.5 mm jack so u can enjoy music during changing ( no need bluetooth handset).Over all it is killer phone in this price range..And big compiti..."
Asus,VivoBook X541UA-DM1358T,asus,26800.0,1237,47,7,27,20,0,https://gadgets.ndtv.com/asus-vivobook-x541ua-dm1358t-7378,15,4GB,15.60-inch,No,Silver,Windows 10,1TB,X541UA-DM1358T,Intel Core i3,,,No,1920x1080 pixels,802.11 b/g/n,1.9,381.00 x 252.00 x 27.60,4.0,3.0,VivoBook,Yes,No,2.4 GHz,,"Asus Vivobook X541UA-DM1358T Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Silver, 15.6 inch)",Yes,,Touchpad,"1 x USB 2.0, 1 x USB 3.0",,Yes,Yes,SD Card Reader,Yes,,,10/100,6,,8GB,,Nice
HP,15Q-BY004AU,hp,25397.0,1238,20,10,14,4,53,https://gadgets.ndtv.com/hp-15q-by004au-6242,51,4GB,15.60-inch,No,Sparkling Black,DOS,No,15Q-BY004AU,AMD APU Dual Core A6 9220,AMD Radeon R4,,No,1366x768 pixels,802.11 b/g/n,2.19,384.00 x 254.50 x 24.13,4.0,3.0,,Yes,No,2.5 GHz,AMD Radeon R4,"HP 15Q-BY004AU Laptop (DOS, 4GB RAM, 1000GB HDD, AMD Sparkling Black)",Yes,4,Touchpad,1 x USB 2.0,1MB,Yes,Stereo Speakers,,Yes,,,10/100/1000 Base T,6,,16GB,,Amazing
Asus,VivoBook S14 S406UA-BM191T,asus,79000.0,1239,11,0,26,16,47,https://gadgets.ndtv.com/asus-vivobook-s14-s406ua-bm191t-8167#gallery,19,8GB,14.00-inch,512GB,Champagne,Windows 10,No,S14 S406UA-BM191T,Intel Core i7 8250U,Intel Integrated UHD Graphics 620,No,No,1920x1080 pixels,802.11 ac,1.3,326.00 x 226.00 x 18.80,4.1,4.0,VivoBook,Yes,No,1.6 GHz,Intel Integrated UHD Graphics 620,"Asus Vivobook S14 S406UA-BM191T Laptop (Windows 10, 8GB RAM, 512GB HDD, Intel Core i7, Champagne, 14.1 inch)",Yes,3,Touchpad,"2 x USB 2.0, 1 x USB 3.0",6MB,Yes,Yes,,,No,,,6,,16GB,{'VGA Port': 'Yes'},Good quality ..good looking...best price..go for it..no more negitive reason s...good charging condition
Asus,VivoBook Max X541UA-DM1232D,asus,49757.0,1240,0,0,0,0,0,https://gadgets.ndtv.com/asus-vivobook-max-x541ua-dm1232d-6696#gallery,,4GB,15.60-inch,No,Silver,DOS,1TB,Max X541UA-DM1232D,Intel Core i3 7th Gen 7100U,Intel Integrated HD Graphics 620,No,No,1920x1080 pixels,802.11 b/g/n/ac,1.9,381.00 x 252.00 x 27.60,4.0,3.0,VivoBook,Yes,No,2.4 GHz,Intel Integrated HD Graphics 620,,Yes,,Touchpad,"1 x USB 2.0, 1 x USB 3.0",,Yes,Yes,SD Card Reader,Yes,No,,10/100,3,,12GB,{'RAM Slots': '2'},Good phone bettry power is good s pan was awesome good cemera performance
Acer,Aspire E E5-573-31G2,acer,49757.0,1241,0,0,0,0,0,https://gadgets.ndtv.com/acer-aspire-e-e5-573-31g2-5935,,4GB,15.60-inch,No,Charcoal Grey,Linux,500GB,E5-573-31G2,Intel Core i3 4th Gen 4005U,Intel HD Graphics 4400,No,Yes,1366x768 pixels,802.11 ac,2.4,249.00 x 381.60 x 256.00,,3.0,Aspire E,Yes,,1.7 GHz,Intel HD Graphics 4400,,Yes,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",,,Stereo Speakers,SD Card Reader,Yes,No,Standard,Gigabit Ethernet,6,DDR3L,,"{'Headphone and Mic Combo Jack': 'Yes', 'RJ11': 'Yes'}",Nice
Dell,XPS 13 9360,dell,82500.0,1242,30,0,5,5,60,https://gadgets.ndtv.com/dell-xps-13-9360-6176,20,8GB,13.30-inch,128GB,Rose Gold,Windows 10,No,9360,Intel Core i5 8th Gen 8250U,Intel Integrated UHD Graphics 620,No,No,1920x1080 pixels,802.11 ac,1.29,304.00 x 200.00 x 15.00,4.1,3.0,XPS 13,Yes,Yes,1.6 GHz,Intel Integrated UHD Graphics 620,"Dell Xps 13 9360 Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i5, Silver, 13.3 inch)",Yes,4,Touchpad,2 x USB 3.0,6MB,Yes,Stereo Speakers,SD Card Reader,,No,,,6,,,,Very good
Asus,A555LA-XX2065D,asus,49757.0,1243,0,0,0,0,0,https://gadgets.ndtv.com/asus-a555la-xx2065d-4999,,4GB,15.60-inch,No,Glossy Gradient Blue,DOS,1TB,A555LA-XX2065D,Intel Core i3 5th Gen 5010U,Intel Integrated HD Graphics 5500,No,,1366x768 pixels,802.11 b/g/n,2.3,382.00 x 256.00 x 25.80,4.0,3.0,A Series,Yes,No,2.1 GHz,Intel Integrated HD Graphics 5500,,,2,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,,Yes,SD Card Reader,Yes,No,Standard,10/100/1000 Base T,6,,,,ok
Asus,S510UN-BQ122T,asus,62140.0,1244,100,0,0,0,0,https://gadgets.ndtv.com/asus-s510un-bq122t-6999#gallery,,8GB,15.60-inch,No,Gold,Windows 10,1TB,S510UN-BQ122T,Intel Core i5 8250U,Nvidia GeForce MX150,,No,1920x1080 pixels,802.11 ac,1.7,361.00 x 243.00 x 17.90,4.1,4.0,,Yes,No,1.6 GHz,Nvidia GeForce MX150,"Asus S510UN-BQ122T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Gold, 15.6 inch)",Yes,3,Touchpad,"2 x USB 2.0, 1 x USB 3.0",6MB,Yes,Yes,SDXC Card Reader,,,,,8,GDDR5,24GB,,Not satisfied with indoor camera quality. Hoping that software update will improve it.
Acer,Aspire E E5-553,acer,57255.0,1245,40,0,20,0,40,https://gadgets.ndtv.com/acer-aspire-e-e5-553-6945#gallery,5,8GB,15.60-inch,No,Black,Windows 10,1TB,E5-553,AMD APU Quad Core A10 7th Gen 9600P,,,No,1366x768 pixels,802.11 a/b/g/n/ac,2.39,381.60 x 259.00 x 30.20,4.1,4.0,Aspire E,Yes,No,2.2 GHz,,"Acer Aspire E E5-553 Laptop (8GB RAM, 1000GB HDD, AMD Black, 15.6 inch)",Yes,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",,,Stereo Speakers,SD Card Reader,Yes,,Standard,,6,,32GB,{'VGA Port': 'Yes'},It is very good
Asus,R558UQ-DM970D,asus,49757.0,1246,0,0,0,0,0,https://gadgets.ndtv.com/asus-r558uq-dm970d-6272#gallery,,8GB,15.60-inch,No,Gold,DOS,1TB,R558UQ-DM970D,Intel Core i7 7th Gen 7500U,Nvidia GeForce 940MX,,No,1920x1080 pixels,802.11 ac,2.3,382.00 x 256.00 x 25.50,4.1,3.0,,Yes,No,2.7 GHz,Nvidia GeForce 940MX,,Yes,2,Touchpad,"1 x USB 2.0, 1 x USB 3.0",4MB,Yes,Yes,SD Card Reader,Yes,,,10/100/1000 Base T,6,GDDR3,12GB,"{'VGA Port': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'RJ11': 'Yes'}",Nice product
Apple,MacBook Air MD711HN/A,apple,298276.0,1247,14,2,13,8,63,https://gadgets.ndtv.com/apple-macbook-air-md711hn-a-7704,63,4GB,11.00-inch,128GB,Silver,macOS,No,MD711HN/A,Intel Core i5 5th Gen,Intel Integrated HD Graphics,No,No,1440x900 pixels,802.11 ac,1.35,325.00 x 227.00 x 17.00,4.0,4.0,MacBook Air,Yes,No,1.8 GHz,Intel Integrated HD Graphics,"Apple Macbook Air MD711HN/A Laptop (Mac, 4GB RAM, 128GB HDD, Intel Core i5, Silver, 11.0 Inch)",Yes,,Touchpad,"2 x USB 2.0, 2 x USB 3.0",3MB,Yes,Stereo Speakers,SDXC Card Reader,,No,,,12,,,"{'VGA Port': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'RJ11': 'Yes'}",Awesome product...Thanks flipkart for delivering the product so quickly.
HP,15-BS615TU,hp,30290.0,1248,13,5,34,8,39,https://gadgets.ndtv.com/hp-15-bs615tu-6078,61,4GB,15.60-inch,No,Sparkling Black,DOS,No,15-BS615TU,Intel Core i3 6th Gen 6006U,Intel Integrated HD Graphics 520,No,No,1920x1080 pixels,802.11 b/g/n,2.1,380.00 x 253.70 x 23.90,4.0,3.0,,Yes,No,2 GHz,Intel Integrated HD Graphics 520,"HP 15-BS615TU Laptop (DOS, 4GB RAM, 2000GB HDD, Intel Core i3, Sparkling Black, 15.6 inch)",Yes,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,,,Yes,No,,Gigabit Ethernet,6,,16GB,,Good phone
MSI,Leopard Pro GS63VR-7RG,msi,189990.0,1249,0,0,0,0,0,https://gadgets.ndtv.com/msi-leopard-pro-gs63vr-7rg-6982,,16GB,15.60-inch,256GB,Black,Windows 10,No,GS63VR-7RG,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1070,,No,1920x1080 pixels,802.11 ac,1.8,249.00 x 38.00 x 45.72,,,Leopard Pro,Yes,,3.8 GHz,Nvidia GeForce GTX 1070,"MSI Leopard Pro GS63VR-7RG Laptop (Windows 10, 16GB RAM, 256GB HDD, Intel Core i7, Black, 15.6 inch)",,3,,,,Yes,2 Speakers,SD Card Reader,Yes,,Standard,,6,DDR4,32GB,,good
Asus,X553MA-BING-SX488B,asus,49757.0,1250,0,0,0,0,0,https://gadgets.ndtv.com/asus-x553ma-bing-sx488b-7295#gallery,,4GB,15.60-inch,No,Black,Windows 8.1,500GB,X553MA-BING-SX488B,Intel Celeron Dual Core 4th Gen N2930,Intel Integrated HD Graphics,No,No,1366x768 pixels,802.11 b/g/n,2.1,380.00 x 258.00 x 25.30,4.0,2.0,,Yes,No,1.83 GHz,Intel Integrated HD Graphics,,Yes,2,Touchpad,"1 x USB 2.0, 1 x USB 3.0",2MB,Yes,Yes,,Yes,No,Standard,10/100,6,,8GB,,nice
Acer,Aspire VN7 591G,acer,94499.0,1251,0,0,0,0,100,https://gadgets.ndtv.com/acer-aspire-vn7-591g-5821#gallery,6,12GB,15.60-inch,No,Black,Windows 8 Professional,No,VN7 591G,Intel Core i5 4th Gen 4720HQ,Nvidia GeForce GTX 960M,,No,,802.11 ac,2.4,389.60 x 257.50 x 23.90,,3.0,Aspire,Yes,No,2.6 GHz,Nvidia GeForce GTX 960M,"Acer Aspire Vn7 591G Laptop (Windows 10, 12GB RAM, 2000GB HDD, Intel Core i7, Black, 15.6 inch)",Yes,3,Touchpad,3 x USB 3.0,6MB,,,SD Card Reader,Yes,,Standard,Gigabit Ethernet,6,GDDR5,16GB,"{'RAM Slots': '1', 'VGA Port': 'Yes', 'Headphone and Mic Combo Jack': 'Yes'}",Best phone i ever had
Dell,Inspiron X560579IN,dell,35990.0,1252,0,0,0,0,0,https://gadgets.ndtv.com/dell-inspiron-x560579in-6379,,6GB,15.60-inch,No,Black,Linux,No,X560579IN,Intel Core i3 5th Gen,Intel Integrated HD Graphics 5500,No,No,,802.11 n,2.2,,4.0,3.0,Inspiron,Yes,No,2 GHz,Intel Integrated HD Graphics 5500,"Dell Inspiron X560579IN Laptop (Linux, 6GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",Yes,,Touchpad,"2 x USB 2.0, 1 x USB 3.0",3MB,Yes,,Yes,Yes,No,,10/100,6,,16GB,{'VGA Port': 'Yes'},Fantastic
HP,Pavilion X360 11-AD031TU,hp,39900.0,1253,8,3,28,11,49,https://gadgets.ndtv.com/hp-pavilion-x360-11-ad031tu-6433,71,4GB,11.60-inch,No,Silver,Windows 10 Home,No,X360 11-AD031TU,Intel Core i3 7th Gen 7130U,Intel Integrated HD Graphics 620,No,No,1366x768 pixels,802.11 ac,1.39,294.89 x 201.40 x 19.30,4.2,3.0,Pavilion,Yes,Yes,2.7 GHz,Intel Integrated HD Graphics 620,"HP Pavilion X360 11-AD031TU Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Silver)",Yes,2,Touchpad,3 x USB 3.0,3MB,Yes,Yes,,,No,,,6,,8GB,,Good quality
HP,Omen 15-CE019DX,hp,49757.0,1254,0,0,0,0,0,https://gadgets.ndtv.com/hp-omen-15-ce019dx-6653,,8GB,15.60-inch,No,Black,Windows 10,No,15-CE019DX,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1060,,No,3840x2160 pixels,802.11 ac,2.6,388.60 x 275.60 x 24.90,4.2,5.0,Omen,Yes,No,2.8 GHz,Nvidia GeForce GTX 1060,,Yes,4,Touchpad,3 x USB 3.0,6MB,Yes,2 Speakers,Digital Media Reader,Yes,,,Gigabit Ethernet,6,GDDR5,16GB,"{'RAM Slots': '2', 'Web Camera': '0.3-megapixel', 'VGA Port': 'Yes'}","I m really happy with this earphone,,,,,superbb quality"
HP,Omen 15-AX250,hp,49757.0,1255,0,0,0,0,0,https://gadgets.ndtv.com/hp-omen-15-ax250-6494,,2GB,15.60-inch,No,Black,Windows 10,No,15-AX250,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1060,,No,3840x2160 pixels,802.11 ac,2.6,388.60 x 275.60 x 24.90,4.2,5.0,Omen,Yes,No,2.8 GHz,Nvidia GeForce GTX 1060,,Yes,4,Touchpad,3 x USB 3.0,6MB,Yes,2 Speakers,Digital Media Reader,Yes,,,Gigabit Ethernet,6,GDDR5,16GB,"{'RAM Slots': '1', 'VGA Port': 'Yes'}",Very nice
Asus,TUF FX503VD-WH51,asus,49757.0,1256,0,0,0,0,0,https://gadgets.ndtv.com/asus-tuf-fx503vd-wh51-8272#gallery,,16GB,15.60-inch,No,Black,Windows 10,1TB,FX503VD-WH51,Intel Core i5 7th Gen 7300HQ,Nvidia GeForce GTX 1050,,No,1920x1080 pixels,802.11 ac,2.5,384.00 x 262.00 x 25.00,4.1,3.0,TUF,Yes,No,2.5 GHz,Nvidia GeForce GTX 1050,,Yes,4,Touchpad,"3 x USB 3.0, 3 x USB 3.0 (Type A)",6MB,Yes,2 Speakers,SD Card Reader,Yes,,,10/100/1000 Base T,6,GDDR5,32GB,"{'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes'}",Good for long time
Asus,Zenbook UX360CA-C4210T,asus,59990.0,1257,0,0,67,0,33,https://gadgets.ndtv.com/asus-zenbook-ux360ca-c4210t-5349,3,4GB,13.30-inch,512GB,Gold,Windows 10 Home,No,UX360CA-C4210T,Intel Core m3 7th Gen M37Y30,Intel Integrated Graphics,No,,1920x1080 pixels,802.11 ac,1.3,220.00 x 323.00 x 14.00,4.1,,Zenbook,Yes,No,1 GHz,Intel Integrated Graphics,"Asus UX360CA-C4210T Laptop (Windows 10, 4GB RAM, 512GB HDD, Intel Core m, Gold, 13.3 inch)",,3,Touchpad,,4MB,Yes,2 Speakers,SD Card Reader,Yes,No,Standard,,5,,,,Very good product all feature are good in low budget Battery backup also very good ....    In one word - this product is the best...
Asus,FX503VD-DM108T,asus,60000.0,1258,0,0,0,0,0,https://gadgets.ndtv.com/asus-fx503vd-dm108t-6151,,8GB,15.60-inch,128GB,Black,Windows 10 Home,No,FX503VD-DM108T,Intel Core i5 7th Gen 7300HQ,Nvidia GeForce GTX 1050,,No,1920x1080 pixels,802.11 ac,2.5,384.00 x 262.00 x 25.00,4.1,3.0,,Yes,No,2.5 GHz,Nvidia GeForce GTX 1050,"Asus FX503VD-DM108T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",Yes,4,Touchpad,"3 x USB 3.0, 3 x USB 3.0 (Type A)",6MB,Yes,,SD Card Reader,Yes,,,10/100/1000 Base T,6,GDDR5,32GB,,It didn't last 6 months...it got one sided means u can hear only from one side no sound from both side and now I am not able hear properly through this ear phone from one side also...don't  buy it.....won't worth money...doesn't last for 6 months..poor quality...
